28/12/2023	0,0100
28/12/2023	0,0200
28/12/2023	0,0100
29/12/2023	0,0100
29/12/2023	0,0100
29/12/2023	0,0100
29/12/2023	0,0100
29/12/2023	0,0300
29/12/2023	0,0100
29/12/2023	0,0700
29/12/2023	0,0700
